descriptor	name	description	type
BurdenModifiedEigenvalues	SpMax3_Bhi	Largest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMax4_Bhi	Largest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMax5_Bhi	Largest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMax6_Bhi	Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMax7_Bhi	Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMax8_Bhi	Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin1_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin2_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin3_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin4_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin5_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin6_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin7_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMin8_Bhi	Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative first ionization potential	2D
BurdenModifiedEigenvalues	SpMax1_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax2_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax3_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax4_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax5_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax6_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax7_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMax8_Bhs	Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin1_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin2_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin3_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin4_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin5_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin6_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin7_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative I-state	2D
BurdenModifiedEigenvalues	SpMin8_Bhs	Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative I-state	2D
CarbonTypes	C1SP1	Triply bound carbon bound to one other carbon 	2D
CarbonTypes	C2SP1	Triply bound carbon bound to two other carbons 	2D
CarbonTypes	C1SP2	Doubly bound carbon bound to one other carbon 	2D
CarbonTypes	C2SP2	Doubly bound carbon bound to two other carbons 	2D
CarbonTypes	C3SP2	Doubly bound carbon bound to three other carbons 	2D
CarbonTypes	C1SP3	Singly bound carbon bound to one other carbon 	2D
CarbonTypes	C2SP3	Singly bound carbon bound to two other carbons 	2D
CarbonTypes	C3SP3	Singly bound carbon bound to three other carbons 	2D
CarbonTypes	C4SP3	Singly bound carbon bound to four other carbons 	2D
ChiChain	SCH-3	Simple chain, order 3	2D
ChiChain	SCH-4	Simple chain, order 4	2D
ChiChain	SCH-5	Simple chain, order 5	2D
ChiChain	SCH-6	Simple chain, order 6	2D
ChiChain	SCH-7	Simple chain, order 7	2D
ChiChain	VCH-3	Valence chain, order 3	2D
ChiChain	VCH-4	Valence chain, order 4	2D
ChiChain	VCH-5	Valence chain, order 5	2D
ChiChain	VCH-6	Valence chain, order 6	2D
ChiChain	VCH-7	Valence chain, order 7	2D
ChiCluster	SC-3	Simple cluster, order 3	2D
ChiCluster	SC-4	Simple cluster, order 4	2D
ChiCluster	SC-5	Simple cluster, order 5	2D
ChiCluster	SC-6	Simple cluster, order 6	2D
ChiCluster	VC-3	Valence cluster, order 3	2D
ChiCluster	VC-4	Valence cluster, order 4	2D
ChiCluster	VC-5	Valence cluster, order 5	2D
ChiCluster	VC-6	Valence cluster, order 6	2D
ChiPathCluster	SPC-4	Simple path cluster, order 4	2D
ChiPathCluster	SPC-5	Simple path cluster, order 5	2D
ChiPathCluster	SPC-6	Simple path cluster, order 6	2D
ChiPathCluster	VPC-4	Valence path cluster, order 4	2D
ChiPathCluster	VPC-5	Valence path cluster, order 5	2D
ChiPathCluster	VPC-6	Valence path cluster, order 6	2D
ChiPath	SP-0	Simple path, order 0	2D
ChiPath	SP-1	Simple path, order 1	2D
ChiPath	SP-2	Simple path, order 2	2D
ChiPath	SP-3	Simple path, order 3	2D
ChiPath	SP-4	Simple path, order 4	2D
ChiPath	SP-5	Simple path, order 5	2D
ChiPath	SP-6	Simple path, order 6	2D
ChiPath	SP-7	Simple path, order 7	2D
ChiPath	ASP-0	Average simple path, order 0	2D
ChiPath	ASP-1	Average simple path, order 1	2D
ChiPath	ASP-2	Average simple path, order 2	2D
ChiPath	ASP-3	Average simple path, order 3	2D
ChiPath	ASP-4	Average simple path, order 4	2D
ChiPath	ASP-5	Average simple path, order 5	2D
ChiPath	ASP-6	Average simple path, order 6	2D
ChiPath	ASP-7	Average simple path, order 7	2D
ChiPath	VP-0	Valence path, order 0	2D
ChiPath	VP-1	Valence path, order 1	2D
ChiPath	VP-2	Valence path, order 2	2D
ChiPath	VP-3	Valence path, order 3	2D
ChiPath	VP-4	Valence path, order 4	2D
ChiPath	VP-5	Valence path, order 5	2D
ChiPath	VP-6	Valence path, order 6	2D
ChiPath	VP-7	Valence path, order 7	2D
ChiPath	AVP-0	Average valence path, order 0	2D
ChiPath	AVP-1	Average valence path, order 1	2D
ChiPath	AVP-2	Average valence path, order 2	2D
ChiPath	AVP-3	Average valence path, order 3	2D
ChiPath	AVP-4	Average valence path, order 4	2D
ChiPath	AVP-5	Average valence path, order 5	2D
ChiPath	AVP-6	Average valence path, order 6	2D
ChiPath	AVP-7	Average valence path, order 7	2D
Constitutional	Sv	Sum of atomic van der Waals volumes (scaled on carbon atom)	2D
Constitutional	Sse	Sum of atomic Sanderson electronegativities (scaled on carbon atom)	2D
Constitutional	Spe	Sum of atomic Pauling electronegativities (scaled on carbon atom)	2D
Constitutional	Sare	Sum of atomic Allred-Rochow electronegativities (scaled on carbon atom)	2D
Constitutional	Sp	Sum of atomic polarizabilities (scaled on carbon atom)	2D
Constitutional	Si	Sum of first first ionization potentials (scaled on carbon atom)	2D
Constitutional	Mv	Mean atomic van der Waals volumes (scaled on carbon atom)	2D
Constitutional	Mse	Mean atomic Sanderson electronegativities (scaled on carbon atom)	2D
Constitutional	Mpe	Mean atomic Pauling electronegativities (scaled on carbon atom)	2D
Constitutional	Mare	Mean atomic Allred-Rochow electronegativities (scaled on carbon atom)	2D
Constitutional	Mp	Mean atomic polarizabilities (scaled on carbon atom)	2D
Constitutional	Mi	Mean first first ionization potentials (scaled on carbon atom)	2D
Crippen	CrippenLogP	Crippen's LogP	2D
Crippen	CrippenMR	Crippen's molar refractivity	2D
DetourMatrix	SpMax_Dt	Leading eigenvalue from detour matrix	2D
DetourMatrix	SpDiam_Dt	Spectral diameter from detour matrix	2D
DetourMatrix	SpAD_Dt	Spectral absolute deviation from detour matrix	2D
DetourMatrix	SpMAD_Dt	Spectral mean absolute deviation from detour matrix	2D
DetourMatrix	EE_Dt	Estrada-like index from detour matrix	2D
DetourMatrix	VE1_Dt	Coefficient sum of the last eigenvector from detour matrix	2D
DetourMatrix	VE2_Dt	Average coefficient sum of the last eigenvector from detour matrix	2D
DetourMatrix	VE3_Dt	Logarithmic coefficient sum of the last eigenvector from detour matrix	2D
DetourMatrix	VR1_Dt	Randic-like eigenvector-based index from detour matrix	2D
DetourMatrix	VR2_Dt	Normalized Randic-like eigenvector-based index from detour matrix	2D
DetourMatrix	VR3_Dt	Logarithmic Randic-like eigenvector-based index from detour matrix	2D
EccentricConnectivityIndex	ECCEN	A topological descriptor combining distance and adjacency information	2D
ElectrotopologicalStateAtomType	nHBd	Count of E-States for (strong) Hydrogen Bond donors	2D
ElectrotopologicalStateAtomType	nwHBd	Count of E-States for weak Hydrogen Bond donors	2D
ElectrotopologicalStateAtomType	nHBa	Count of E-States for (strong) Hydrogen Bond acceptors	2D
ElectrotopologicalStateAtomType	nwHBa	Count of E-States for weak Hydrogen Bond acceptors	2D
ElectrotopologicalStateAtomType	nHBint2	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 2	2D
ElectrotopologicalStateAtomType	nHBint3	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 3	2D
ElectrotopologicalStateAtomType	nHBint4	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 4	2D
ElectrotopologicalStateAtomType	nHBint5	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 5	2D
ElectrotopologicalStateAtomType	nHBint6	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 6	2D
ElectrotopologicalStateAtomType	nHBint7	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 7	2D
ElectrotopologicalStateAtomType	nHBint8	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 8	2D
ElectrotopologicalStateAtomType	nHBint9	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 9	2D
ElectrotopologicalStateAtomType	nHBint10	Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 10	2D
ElectrotopologicalStateAtomType	nHsOH	Count of atom-type H E-State: -OH	2D
ElectrotopologicalStateAtomType	nHdNH	Count of atom-type H E-State: =NH	2D
ElectrotopologicalStateAtomType	nHsSH	Count of atom-type H E-State: -SH	2D
ElectrotopologicalStateAtomType	nHsNH2	Count of atom-type H E-State: -NH2	2D
ElectrotopologicalStateAtomType	nHssNH	Count of atom-type H E-State: -NH-	2D
ElectrotopologicalStateAtomType	nHaaNH	Count of atom-type H E-State: :NH:	2D
ElectrotopologicalStateAtomType	nHsNH3p	Count of atom-type H E-State: -NH3+	2D
ElectrotopologicalStateAtomType	nHssNH2p	Count of atom-type H E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	nHsssNHp	Count of atom-type H E-State: >NH-+	2D
ElectrotopologicalStateAtomType	nHtCH	Count of atom-type H E-State: #CH	2D
ElectrotopologicalStateAtomType	nHdCH2	Count of atom-type H E-State: =CH2	2D
ElectrotopologicalStateAtomType	nHdsCH	Count of atom-type H E-State: =CH-	2D
ElectrotopologicalStateAtomType	nHaaCH	Count of atom-type H E-State: :CH:	2D
ElectrotopologicalStateAtomType	nHCHnX	Count of atom-type H E-State: CHnX	2D
ElectrotopologicalStateAtomType	nHCsats	Count of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	nHCsatu	Count of atom-type H E-State: H on C sp3 bonded to unsaturated C	2D
ElectrotopologicalStateAtomType	nHAvin	Count of atom-type H E-State: H on C vinyl bonded to C aromatic	2D
ElectrotopologicalStateAtomType	nHother	Count of atom-type H E-State: H on aaCH, dCH2 or dsCH	2D
ElectrotopologicalStateAtomType	nHmisc	Count of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	nsLi	Count of atom-type E-State: -Li	2D
ElectrotopologicalStateAtomType	nssBe	Count of atom-type E-State: -Be-	2D
ElectrotopologicalStateAtomType	nssssBem	Count of atom-type E-State: >Be<-2	2D
ElectrotopologicalStateAtomType	nsBH2	Count of atom-type E-State: -BH2	2D
ElectrotopologicalStateAtomType	nssBH	Count of atom-type E-State: -BH-	2D
ElectrotopologicalStateAtomType	nsssB	Count of atom-type E-State: -B<	2D
ElectrotopologicalStateAtomType	nssssBm	Count of atom-type E-State: >B<-	2D
ElectrotopologicalStateAtomType	nsCH3	Count of atom-type E-State: -CH3	2D
ElectrotopologicalStateAtomType	ndCH2	Count of atom-type E-State: =CH2	2D
ElectrotopologicalStateAtomType	nssCH2	Count of atom-type E-State: -CH2-	2D
ElectrotopologicalStateAtomType	ntCH	Count of atom-type E-State: #CH	2D
ElectrotopologicalStateAtomType	ndsCH	Count of atom-type E-State: =CH-	2D
ElectrotopologicalStateAtomType	naaCH	Count of atom-type E-State: :CH:	2D
ElectrotopologicalStateAtomType	nsssCH	Count of atom-type E-State: >CH-	2D
ElectrotopologicalStateAtomType	nddC	Count of atom-type E-State: =C=	2D
ElectrotopologicalStateAtomType	ntsC	Count of atom-type E-State: #C-	2D
ElectrotopologicalStateAtomType	ndssC	Count of atom-type E-State: =C<	2D
ElectrotopologicalStateAtomType	naasC	Count of atom-type E-State: :C:-	2D
ElectrotopologicalStateAtomType	naaaC	Count of atom-type E-State: ::C:	2D
ElectrotopologicalStateAtomType	nssssC	Count of atom-type E-State: >C<	2D
ElectrotopologicalStateAtomType	nsNH3p	Count of atom-type E-State: -NH3+	2D
ElectrotopologicalStateAtomType	nsNH2	Count of atom-type E-State: -NH2	2D
ElectrotopologicalStateAtomType	nssNH2p	Count of atom-type E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	ndNH	Count of atom-type E-State: =NH	2D
ElectrotopologicalStateAtomType	nssNH	Count of atom-type E-State: -NH-	2D
ElectrotopologicalStateAtomType	naaNH	Count of atom-type E-State: :NH:	2D
ElectrotopologicalStateAtomType	ntN	Count of atom-type E-State: #N	2D
ElectrotopologicalStateAtomType	nsssNHp	Count of atom-type E-State: >NH-+	2D
ElectrotopologicalStateAtomType	ndsN	Count of atom-type E-State: =N-	2D
ElectrotopologicalStateAtomType	naaN	Count of atom-type E-State: :N:	2D
ElectrotopologicalStateAtomType	nsssN	Count of atom-type E-State: >N-	2D
ElectrotopologicalStateAtomType	nddsN	Count of atom-type E-State: -N<<	2D
ElectrotopologicalStateAtomType	naasN	Count of atom-type E-State: :N:-	2D
ElectrotopologicalStateAtomType	nssssNp	Count of atom-type E-State: >N<+	2D
ElectrotopologicalStateAtomType	nsOH	Count of atom-type E-State: -OH	2D
ElectrotopologicalStateAtomType	ndO	Count of atom-type E-State: =O	2D
ElectrotopologicalStateAtomType	nssO	Count of atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	naaO	Count of atom-type E-State: :O:	2D
ElectrotopologicalStateAtomType	naOm	Count of atom-type E-State: :O-0.5	2D
ElectrotopologicalStateAtomType	nsOm	Count of atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	nsF	Count of atom-type E-State: -F	2D
ElectrotopologicalStateAtomType	nsSiH3	Count of atom-type E-State: -SiH3	2D
ElectrotopologicalStateAtomType	nssSiH2	Count of atom-type E-State: -SiH2-	2D
ElectrotopologicalStateAtomType	nsssSiH	Count of atom-type E-State: >SiH-	2D
ElectrotopologicalStateAtomType	nssssSi	Count of atom-type E-State: >Si<	2D
ElectrotopologicalStateAtomType	nsPH2	Count of atom-type E-State: -PH2	2D
ElectrotopologicalStateAtomType	nssPH	Count of atom-type E-State: -PH-	2D
ElectrotopologicalStateAtomType	nsssP	Count of atom-type E-State: >P-	2D
ElectrotopologicalStateAtomType	ndsssP	Count of atom-type E-State: ->P=	2D
ElectrotopologicalStateAtomType	nddsP	Count of atom-type E-State: -=P=	2D
ElectrotopologicalStateAtomType	nsssssP	Count of atom-type E-State: ->P<	2D
ElectrotopologicalStateAtomType	nsSH	Count of atom-type E-State: -SH	2D
ElectrotopologicalStateAtomType	ndS	Count of atom-type E-State: =S	2D
ElectrotopologicalStateAtomType	nssS	Count of atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	naaS	Count of atom-type E-State: aSa	2D
ElectrotopologicalStateAtomType	ndssS	Count of atom-type E-State: >S=	2D
ElectrotopologicalStateAtomType	nddssS	Count of atom-type E-State: >S==	2D
ElectrotopologicalStateAtomType	nssssssS	Count of atom-type E-State: >S<<	2D
ElectrotopologicalStateAtomType	nSm	Count of atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	nsCl	Count of atom-type E-State: -Cl	2D
ElectrotopologicalStateAtomType	nsGeH3	Count of atom-type E-State: -GeH3	2D
ElectrotopologicalStateAtomType	nssGeH2	Count of atom-type E-State: -GeH2-	2D
ElectrotopologicalStateAtomType	nsssGeH	Count of atom-type E-State: >GeH-	2D
ElectrotopologicalStateAtomType	nssssGe	Count of atom-type E-State: >Ge<	2D
ElectrotopologicalStateAtomType	nsAsH2	Count of atom-type E-State: -AsH2	2D
ElectrotopologicalStateAtomType	nssAsH	Count of atom-type E-State: -AsH-	2D
ElectrotopologicalStateAtomType	nsssAs	Count of atom-type E-State: >As-	2D
ElectrotopologicalStateAtomType	ndsssAs	Count of atom-type E-State: ->As=	2D
ElectrotopologicalStateAtomType	nddsAs	Count of atom-type E-State: -=As=	2D
ElectrotopologicalStateAtomType	nsssssAs	Count of atom-type E-State: ->As<	2D
ElectrotopologicalStateAtomType	nsSeH	Count of atom-type E-State: -SeH	2D
ElectrotopologicalStateAtomType	ndSe	Count of atom-type E-State: =Se	2D
ElectrotopologicalStateAtomType	nssSe	Count of atom-type E-State: -Se-	2D
ElectrotopologicalStateAtomType	naaSe	Count of atom-type E-State: aSea	2D
ElectrotopologicalStateAtomType	ndssSe	Count of atom-type E-State: >Se=	2D
ElectrotopologicalStateAtomType	nssssssSe	Count of atom-type E-State: >Se<<	2D
ElectrotopologicalStateAtomType	nddssSe	Count of atom-type E-State: -=Se=-	2D
ElectrotopologicalStateAtomType	nsBr	Count of atom-type E-State: -Br	2D
ElectrotopologicalStateAtomType	nsSnH3	Count of atom-type E-State: -SnH3	2D
ElectrotopologicalStateAtomType	nssSnH2	Count of atom-type E-State: -SnH2-	2D
ElectrotopologicalStateAtomType	nsssSnH	Count of atom-type E-State: >SnH-	2D
ElectrotopologicalStateAtomType	nssssSn	Count of atom-type E-State: >Sn<	2D
ElectrotopologicalStateAtomType	nsI	Count of atom-type E-State: -I	2D
ElectrotopologicalStateAtomType	nsPbH3	Count of atom-type E-State: -PbH3	2D
ElectrotopologicalStateAtomType	nssPbH2	Count of atom-type E-State: -PbH2-	2D
ElectrotopologicalStateAtomType	nsssPbH	Count of atom-type E-State: >PbH-	2D
ElectrotopologicalStateAtomType	nssssPb	Count of atom-type E-State: >Pb<	2D
ElectrotopologicalStateAtomType	SHBd	Sum of E-States for (strong) hydrogen bond donors	2D
ElectrotopologicalStateAtomType	SwHBd	Sum of E-States for weak hydrogen bond donors	2D
ElectrotopologicalStateAtomType	SHBa	Sum of E-States for (strong) hydrogen bond acceptors	2D
ElectrotopologicalStateAtomType	SwHBa	Sum of E-States for weak hydrogen bond acceptors	2D
ElectrotopologicalStateAtomType	SHBint2	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 2	2D
ElectrotopologicalStateAtomType	SHBint3	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 3	2D
ElectrotopologicalStateAtomType	SHBint4	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 4	2D
ElectrotopologicalStateAtomType	SHBint5	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 5	2D
ElectrotopologicalStateAtomType	SHBint6	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 6	2D
ElectrotopologicalStateAtomType	SHBint7	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 7	2D
ElectrotopologicalStateAtomType	SHBint8	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 8	2D
ElectrotopologicalStateAtomType	SHBint9	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 9	2D
ElectrotopologicalStateAtomType	SHBint10	Sum of E-State descriptors of strength for potential hydrogen bonds of path length 10	2D
ElectrotopologicalStateAtomType	SHsOH	Sum of atom-type H E-State: -OH	2D
ElectrotopologicalStateAtomType	SHdNH	Sum of atom-type H E-State: =NH	2D
ElectrotopologicalStateAtomType	SHsSH	Sum of atom-type H E-State: -SH	2D
ElectrotopologicalStateAtomType	SHsNH2	Sum of atom-type H E-State: -NH2	2D
ElectrotopologicalStateAtomType	SHssNH	Sum of atom-type H E-State: -NH-	2D
ElectrotopologicalStateAtomType	SHaaNH	Sum of atom-type H E-State: :NH:	2D
ElectrotopologicalStateAtomType	SHsNH3p	Sum of atom-type H E-State: -NH3+	2D
ElectrotopologicalStateAtomType	SHssNH2p	Sum of atom-type H E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	SHsssNHp	Sum of atom-type H E-State: >NH-+	2D
ElectrotopologicalStateAtomType	SHtCH	Sum of atom-type H E-State: #CH	2D
ElectrotopologicalStateAtomType	SHdCH2	Sum of atom-type H E-State: =CH2	2D
ElectrotopologicalStateAtomType	SHdsCH	Sum of atom-type H E-State: =CH-	2D
ElectrotopologicalStateAtomType	SHaaCH	Sum of atom-type H E-State: :CH:	2D
ElectrotopologicalStateAtomType	SHCHnX	Sum of atom-type H E-State: CHnX	2D
ElectrotopologicalStateAtomType	SHCsats	Sum of atom-type H E-State: H on C sp3 bonded to saturated C	2D
ElectrotopologicalStateAtomType	SHCsatu	Sum of atom-type H E-State: H on C sp3 bonded to unsaturated C	2D
ElectrotopologicalStateAtomType	SHAvin	Sum of atom-type H E-State: H on C vinyl bonded to C aromatic	2D
ElectrotopologicalStateAtomType	SHother	Sum of atom-type H E-State: H on aaCH, dCH2 or dsCH	2D
ElectrotopologicalStateAtomType	SHmisc	Sum of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	SsLi	Sum of atom-type E-State: -Li	2D
ElectrotopologicalStateAtomType	SssBe	Sum of atom-type E-State: -Be-	2D
ElectrotopologicalStateAtomType	SssssBem	Sum of atom-type E-State: >Be<-2	2D
ElectrotopologicalStateAtomType	SsBH2	Sum of atom-type E-State: -BH2	2D
ElectrotopologicalStateAtomType	SssBH	Sum of atom-type E-State: -BH-	2D
ElectrotopologicalStateAtomType	SsssB	Sum of atom-type E-State: -B<	2D
ElectrotopologicalStateAtomType	SssssBm	Sum of atom-type E-State: >B<-	2D
ElectrotopologicalStateAtomType	SsCH3	Sum of atom-type E-State: -CH3	2D
ElectrotopologicalStateAtomType	SdCH2	Sum of atom-type E-State: =CH2	2D
ElectrotopologicalStateAtomType	SssCH2	Sum of atom-type E-State: -CH2-	2D
ElectrotopologicalStateAtomType	StCH	Sum of atom-type E-State: #CH	2D
ElectrotopologicalStateAtomType	SdsCH	Sum of atom-type E-State: =CH-	2D
ElectrotopologicalStateAtomType	SaaCH	Sum of atom-type E-State: :CH:	2D
ElectrotopologicalStateAtomType	SsssCH	Sum of atom-type E-State: >CH-	2D
ElectrotopologicalStateAtomType	SddC	Sum of atom-type E-State: =C=	2D
ElectrotopologicalStateAtomType	StsC	Sum of atom-type E-State: #C-	2D
ElectrotopologicalStateAtomType	SdssC	Sum of atom-type E-State: =C<	2D
ElectrotopologicalStateAtomType	SaasC	Sum of atom-type E-State: :C:-	2D
ElectrotopologicalStateAtomType	SaaaC	Sum of atom-type E-State: ::C:	2D
ElectrotopologicalStateAtomType	SssssC	Sum of atom-type E-State: >C<	2D
ElectrotopologicalStateAtomType	SsNH3p	Sum of atom-type E-State: -NH3+	2D
ElectrotopologicalStateAtomType	SsNH2	Sum of atom-type E-State: -NH2	2D
ElectrotopologicalStateAtomType	SssNH2p	Sum of atom-type E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	SdNH	Sum of atom-type E-State: =NH	2D
ElectrotopologicalStateAtomType	SssNH	Sum of atom-type E-State: -NH-	2D
ElectrotopologicalStateAtomType	SaaNH	Sum of atom-type E-State: :NH:	2D
ElectrotopologicalStateAtomType	StN	Sum of atom-type E-State: #N	2D
ElectrotopologicalStateAtomType	SsssNHp	Sum of atom-type E-State: >NH-+	2D
ElectrotopologicalStateAtomType	SdsN	Sum of atom-type E-State: =N-	2D
ElectrotopologicalStateAtomType	SaaN	Sum of atom-type E-State: :N:	2D
ElectrotopologicalStateAtomType	SsssN	Sum of atom-type E-State: >N-	2D
ElectrotopologicalStateAtomType	SddsN	Sum of atom-type E-State: -N<<	2D
ElectrotopologicalStateAtomType	SaasN	Sum of atom-type E-State: :N:-	2D
ElectrotopologicalStateAtomType	SssssNp	Sum of atom-type E-State: >N<+	2D
ElectrotopologicalStateAtomType	SsOH	Sum of atom-type E-State: -OH	2D
ElectrotopologicalStateAtomType	SdO	Sum of atom-type E-State: =O	2D
ElectrotopologicalStateAtomType	SssO	Sum of atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	SaaO	Sum of atom-type E-State: :O:	2D
ElectrotopologicalStateAtomType	SaOm	Sum of atom-type E-State: :O-0.5	2D
ElectrotopologicalStateAtomType	SsOm	Sum of atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	SsF	Sum of atom-type E-State: -F	2D
ElectrotopologicalStateAtomType	SsSiH3	Sum of atom-type E-State: -SiH3	2D
ElectrotopologicalStateAtomType	SssSiH2	Sum of atom-type E-State: -SiH2-	2D
ElectrotopologicalStateAtomType	SsssSiH	Sum of atom-type E-State: >SiH-	2D
ElectrotopologicalStateAtomType	SssssSi	Sum of atom-type E-State: >Si<	2D
ElectrotopologicalStateAtomType	SsPH2	Sum of atom-type E-State: -PH2	2D
ElectrotopologicalStateAtomType	SssPH	Sum of atom-type E-State: -PH-	2D
ElectrotopologicalStateAtomType	SsssP	Sum of atom-type E-State: >P-	2D
ElectrotopologicalStateAtomType	SdsssP	Sum of atom-type E-State: ->P=	2D
ElectrotopologicalStateAtomType	SddsP	Sum of atom-type E-State: -=P=	2D
ElectrotopologicalStateAtomType	SsssssP	Sum of atom-type E-State: ->P<	2D
ElectrotopologicalStateAtomType	SsSH	Sum of atom-type E-State: -SH	2D
ElectrotopologicalStateAtomType	SdS	Sum of atom-type E-State: =S	2D
ElectrotopologicalStateAtomType	SssS	Sum of atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	SaaS	Sum of atom-type E-State: aSa	2D
ElectrotopologicalStateAtomType	SdssS	Sum of atom-type E-State: >S=	2D
ElectrotopologicalStateAtomType	SddssS	Sum of atom-type E-State: >S==	2D
ElectrotopologicalStateAtomType	SssssssS	Sum of atom-type E-State: >S<<	2D
ElectrotopologicalStateAtomType	SSm	Sum of atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	SsCl	Sum of atom-type E-State: -Cl	2D
ElectrotopologicalStateAtomType	SsGeH3	Sum of atom-type E-State: -GeH3	2D
